Reg_com,dep_com,siren,insee,nom_com,ptot_2023,pmun_2023,pcap_2023
84,01,210100012,01001,L'Abergement-Clémenciat,821,806,15
84,01,210100020,01002,L'Abergement-de-Varey,268,262,6
84,01,210100046,01004,Ambérieu-en-Bugey,14662,14288,374
84,01,210100053,01005,Ambérieux-en-Dombes,1806,1782,24
84,01,210100061,01006,Ambléon,113,113,0
84,01,210100079,01007,Ambronay,2946,2827,119
84,01,210100087,01008,Ambutrix,781,768,13
84,01,210100095,01009,Andert-et-Condon,332,324,8
84,01,210100103,01010,Anglefort,1116,1101,15
84,01,210100111,01011,Apremont,379,368,11
84,01,210100129,01012,Aranc,330,327,3
84,01,210100137,01013,Arandas,147,143,4
84,01,210100145,01014,Arbent,3427,3336,91
84,01,200053668,01015,Arboys en Bugey,678,663,15
84,01,210100160,01016,Arbigny,467,458,9
84,01,210100178,01017,Argis,456,445,11
84,01,210100194,01019,Armix,30,26,4
84,01,210100210,01021,Ars-sur-Formans,1520,1490,30
84,01,210100228,01022,Artemare,1229,1213,16
84,01,210100236,01023,Asnières-sur-Saône,76,76,0
84,01,210100244,01024,Attignat,3365,3299,66
84,01,200077220,01025,Bâgé-Dommartin,4172,4068,104
84,01,210100269,01026,Bâgé-le-Châtel,1045,977,68
84,01,210100277,01027,Balan,2699,2647,52
84,01,210100285,01028,Baneins,642,625,17
84,01,210100293,01029,Beaupont,691,683,8
84,01,210100301,01030,Beauregard,836,821,15
84,01,210100319,01031,Bellignat,3905,3671,234
84,01,210100327,01032,Béligneux,3443,3414,29
84,01,200083863,01033,Valserhône,16770,16434,336
84,01,210100343,01034,Belley,9550,9207,343
84,01,210100350,01035,Belleydoux,316,308,8
84,01,200086411,01036,Valromey-sur-Séran,1358,1334,24
84,01,210100376,01037,Bénonces,312,309,3
84,01,210100384,01038,Bény,778,759,19
84,01,210100400,01040,Béréziat,490,480,10
84,01,210100418,01041,Bettant,768,748,20
84,01,210100426,01042,Bey,298,291,7
84,01,210100434,01043,Beynost,4943,4829,114
84,01,210100442,01044,Billiat,645,628,17
84,01,210100459,01045,Birieux,288,285,3
84,01,210100467,01046,Biziat,920,912,8
84,01,210100475,01047,Blyes,1303,1269,34
84,01,210100491,01049,La Boisse,3412,3335,77
84,01,210100509,01050,Boissey,384,380,4
84,01,210100517,01051,Bolozon,92,91,1
84,01,210100525,01052,Bouligneux,338,332,6
84,01,210100533,01053,Bourg-en-Bresse,43363,41681,1682
84,01,210100541,01054,Bourg-Saint-Christophe,1517,1482,35
84,01,210100566,01056,Boyeux-Saint-Jérôme,355,351,4
84,01,210100574,01057,Boz,530,514,16
84,01,210100582,01058,Brégnier-Cordon,838,819,19
84,01,210100608,01060,Brénod,505,486,19
84,01,210100616,01061,Brens,1166,1133,33
84,01,210100624,01062,Bressolles,974,951,23
84,01,210100632,01063,Brion,577,561,16
84,01,210100640,01064,Briord,1114,1095,19
84,01,210100657,01065,Buellas,1889,1825,64
84,01,210100665,01066,La Burbanche,93,92,1
84,01,210100673,01067,Ceignes,271,259,12
84,01,210100681,01068,Cerdon,788,771,17
84,01,210100699,01069,Certines,1553,1514,39
84,01,210100715,01071,Cessy,5168,5045,123
84,01,210100723,01072,Ceyzériat,3265,3202,63
84,01,210100731,01073,Ceyzérieu,1020,995,25
84,01,210100749,01074,Chalamont,2612,2574,38
84,01,210100756,01075,Chaleins,1433,1402,31
84,01,210100764,01076,Chaley,125,122,3
84,01,210100772,01077,Challes-la-Montagne,194,192,2
84,01,210100780,01078,Challex,1631,1597,34
84,01,210100798,01079,Champagne-en-Valromey,852,822,30
84,01,200056695,01080,Champdor-Corcelles,652,636,16
84,01,210100814,01081,Champfromier,747,726,21
84,01,210100822,01082,Chanay,652,637,15
84,01,210100830,01083,Chaneins,982,965,17
84,01,210100848,01084,Chanoz-Châtenay,940,921,19
84,01,210100855,01085,La Chapelle-du-Châtelard,403,397,6
84,01,210100871,01087,Charix,289,279,10
84,01,210100889,01088,Charnoz-sur-Ain,930,902,28
84,01,210100897,01089,Château-Gaillard,2303,2254,49
84,01,210100905,01090,Châtenay,367,361,6
84,01,210100921,01092,Châtillon-la-Palud,1682,1622,60
84,01,210100939,01093,Châtillon-sur-Chalaronne,5171,4968,203
84,01,210100947,01094,Chavannes-sur-Reyssouze,773,761,12
84,01,200062537,01095,Nivigne et Suran,861,843,18
84,01,210100962,01096,Chaveyriat,1063,1033,30
84,01,200063121,01098,Chazey-Bons,1213,1175,38
84,01,210100996,01099,Chazey-sur-Ain,1650,1590,60
84,01,210101002,01100,Cheignieu-la-Balme,135,131,4
84,01,210101010,01101,Chevillard,159,152,7
84,01,210101028,01102,Chevroux,981,966,15
84,01,210101036,01103,Chevry,2276,2226,50
84,01,210101044,01104,Chézery-Forens,464,453,11
84,01,210101051,01105,Civrieux,1919,1867,52
84,01,210101069,01106,Cize,185,178,7
84,01,210101077,01107,Cleyzieu,140,136,4
84,01,210101085,01108,Coligny,1185,1161,24
84,01,210101093,01109,Collonges,2276,2230,46
84,01,210101101,01110,Colomieu,161,159,2
84,01,210101119,01111,Conand,135,133,2
84,01,210101127,01112,Condamine,473,467,6
84,01,210101135,01113,Condeissiat,829,817,12
84,01,210101143,01114,Confort,704,693,11
84,01,210101150,01115,Confrançon,1370,1339,31
84,01,210101168,01116,Contrevoz,510,496,14
84,01,210101176,01117,Conzieu,151,150,1
84,01,210101184,01118,Corbonod,1306,1279,27
84,01,210101218,01121,Corlier,117,116,1
84,01,210101234,01123,Cormoranche-sur-Saône,1195,1159,36
84,01,210101242,01124,Cormoz,710,702,8
84,01,210101259,01125,Corveissiat,617,604,13
84,01,210101275,01127,Courmangoux,514,506,8
84,01,210101283,01128,Courtes,302,301,1
84,01,210101291,01129,Crans,308,303,5
84,01,200086965,01130,Bresse Vallons,2406,2368,38
84,01,210101333,01133,Cressin-Rochefort,400,395,5
84,01,210101341,01134,Crottet,1836,1792,44
84,01,210101358,01135,Crozet,2269,2205,64
84,01,210101366,01136,Cruzilles-lès-Mépillat,943,922,21
84,01,200099406,01138,Culoz-Béon,3494,3426,68
84,01,210101390,01139,Curciat-Dongalon,449,444,5
84,01,210101408,01140,Curtafond,783,764,19
84,01,210101416,01141,Cuzieu,449,443,6
84,01,210101424,01142,Dagneux,4819,4765,54
84,01,210101432,01143,Divonne-les-Bains,10239,9999,240
84,01,210101457,01145,Dompierre-sur-Veyle,1214,1190,24
84,01,210101465,01146,Dompierre-sur-Chalaronne,439,436,3
84,01,210101473,01147,Domsure,512,509,3
84,01,210101481,01148,Dortan,1939,1892,47
84,01,210101499,01149,Douvres,1123,1094,29
84,01,210101507,01150,Drom,219,214,5
84,01,210101515,01151,Druillat,1168,1139,29
84,01,210101523,01152,Échallon,781,756,25
84,01,210101531,01153,Échenevex,2198,2123,75
84,01,210101556,01155,Évosges,147,142,5
84,01,210101564,01156,Faramans,855,843,12
84,01,210101572,01157,Fareins,2392,2339,53
84,01,210101580,01158,Farges,1072,1053,19
84,01,210101598,01159,Feillens,3438,3366,72
84,01,210101606,01160,Ferney-Voltaire,10784,10612,172
84,01,210101622,01162,Flaxieu,68,65,3
84,01,210101630,01163,Foissiat,2050,2016,34
84,01,210101655,01165,Francheleins,1619,1586,33
84,01,210101663,01166,Frans,2453,2417,36
84,01,210101671,01167,Garnerans,681,657,24
84,01,210101697,01169,Genouilleux,674,651,23
84,01,210101705,01170,Béard-Géovreissiat,1071,1044,27
84,01,210101713,01171,Géovreisset,871,830,41
84,01,210101739,01173,Gex,13467,13177,290
84,01,210101747,01174,Giron,178,176,2
84,01,210101754,01175,Gorrevod,813,790,23
84,01,210101770,01177,Grand-Corent,189,184,5
84,01,210101796,01179,Grièges,1936,1884,52
84,01,210101804,01180,Grilly,862,842,20
84,01,210101812,01181,Groissiat,1291,1241,50
84,01,210101838,01183,Guéreins,1516,1487,29
84,01,210101846,01184,Hautecourt-Romanèche,784,756,28
84,01,200086122,01185,Plateau d'Hauteville,4981,4824,157
84,01,200053676,01187,Haut Valromey,634,615,19
84,01,210101887,01188,Illiat,702,681,21
84,01,210101895,01189,Injoux-Génissiat,1150,1123,27
84,01,210101903,01190,Innimond,87,86,1
84,01,210101911,01191,Izenave,156,152,4
84,01,210101929,01192,Izernore,2327,2272,55
84,01,210101937,01193,Izieu,226,220,6
84,01,210101945,01194,Jassans-Riottier,6430,6337,93
84,01,210101952,01195,Jasseron,1861,1822,39
84,01,210101960,01196,Jayat,1261,1241,20
84,01,210101978,01197,Journans,391,377,14
84,01,210101986,01198,Joyeux,269,266,3
84,01,210101994,01199,Jujurieux,2173,2129,44
84,01,210102000,01200,Labalme,218,213,5
84,01,210102026,01202,Lagnieu,7340,7214,126
84,01,210102034,01203,Laiz,1336,1306,30
84,01,200053395,01204,Le Poizat-Lalleyriat,762,746,16
84,01,210102067,01206,Lantenay,280,274,6
84,01,210102075,01207,Lapeyrouse,326,314,12
84,01,210102083,01208,Lavours,136,135,1
84,01,210102091,01209,Léaz,812,796,16
84,01,210102109,01210,Lélex,235,231,4
84,01,210102117,01211,Lent,1436,1397,39
84,01,210102125,01212,Lescheroux,720,712,8
84,01,210102133,01213,Leyment,1361,1332,29
84,01,210102141,01214,Leyssard,166,161,5
84,01,200085306,01215,Surjoux-Lhopital,145,143,2
84,01,210102166,01216,Lhuis,914,893,21
84,01,210102190,01219,Lompnas,166,162,4
84,01,210102240,01224,Loyettes,3324,3296,28
84,01,210102257,01225,Lurcy,398,383,15
84,01,200084978,01227,Magnieu,654,642,12
84,01,210102281,01228,Maillat,682,668,14
84,01,210102299,01229,Malafretaz,1248,1226,22
84,01,210102307,01230,Mantenay-Montlin,317,310,7
84,01,210102315,01231,Manziat,1997,1948,49
84,01,210102323,01232,Marboz,2319,2275,44
84,01,210102331,01233,Marchamp,132,130,2
84,01,210102349,01234,Marignieu,170,167,3
84,01,210102356,01235,Marlieux,1266,1179,87
84,01,210102364,01236,Marsonnas,1050,1021,29
84,01,210102372,01237,Martignat,1740,1674,66
84,01,210102380,01238,Massieux,2767,2709,58
84,01,210102398,01239,Massignieu-de-Rives,640,631,9
84,01,210102406,01240,Matafelon-Granges,646,628,18
84,01,210102414,01241,Meillonnas,1414,1379,35
84,01,210102422,01242,Mérignat,138,136,2
84,01,210102430,01243,Messimy-sur-Saône,1299,1262,37
84,01,210102448,01244,Meximieux,8141,7998,143
84,01,210102455,01245,Bohas-Meyriat-Rignat,971,950,21
84,01,210102463,01246,Mézériat,2244,2204,40
84,01,210102471,01247,Mijoux,312,299,13
84,01,210102489,01248,Mionnay,2299,2245,54
84,01,210102497,01249,Miribel,10355,10202,153
84,01,210102505,01250,Misérieux,2249,1979,270
84,01,210102521,01252,Mogneneins,819,796,23
84,01,210102547,01254,Montagnat,2193,2142,51
84,01,210102554,01255,Montagnieu,662,651,11
84,01,210102570,01257,Montanges,361,351,10
84,01,210102588,01258,Montceaux,1216,1194,22
84,01,210102596,01259,Montcet,724,708,16
84,01,210102604,01260,Le Montellier,309,304,5
84,01,210102612,01261,Monthieux,705,681,24
84,01,210102620,01262,Montluel,6944,6864,80
84,01,210102638,01263,Montmerle-sur-Saône,3849,3761,88
84,01,210102646,01264,Montracol,1036,1017,19
84,01,210102653,01265,Montréal-la-Cluse,3580,3499,81
84,01,210102661,01266,Montrevel-en-Bresse,2619,2576,43
84,01,210102679,01267,Nurieux-Volognat,1035,1008,27
84,01,210102687,01268,Murs-et-Gélignieux,247,244,3
84,01,210102695,01269,Nantua,3587,3453,134
84,01,210102729,01272,Neuville-les-Dames,1511,1490,21
84,01,210102737,01273,Neuville-sur-Ain,1824,1799,25
84,01,210102745,01274,Les Neyrolles,645,632,13
84,01,210102752,01275,Neyron,2648,2596,52
84,01,210102760,01276,Niévroz,1652,1627,25
84,01,210102778,01277,Nivollet-Montgriffon,116,115,1
84,01,210102794,01279,Oncieu,82,77,5
84,01,210102802,01280,Ordonnaz,136,136,0
84,01,210102810,01281,Ornex,4766,4591,175
84,01,210102828,01282,Outriaz,265,258,7
84,01,210102836,01283,Oyonnax,22724,22271,453
84,01,210102844,01284,Ozan,713,700,13
84,01,210102851,01285,Parcieux,1366,1334,32
84,01,200059913,01286,Parves et Nattages,996,959,37
84,01,210102885,01288,Péron,2836,2777,59
84,01,210102893,01289,Péronnas,6735,6460,275
84,01,210102901,01290,Pérouges,1340,1309,31
84,01,210102919,01291,Perrex,852,844,8
84,01,210102935,01293,Peyriat,148,145,3
84,01,210102943,01294,Peyrieu,915,897,18
84,01,210102950,01295,Peyzieux-sur-Saône,686,676,10
84,01,210102968,01296,Pirajoux,424,413,11
84,01,210102976,01297,Pizay,906,890,16
84,01,210102984,01298,Plagne,159,157,2
84,01,210102992,01299,Le Plantay,599,589,10
84,01,210103016,01301,Polliat,2667,2606,61
84,01,210103024,01302,Pollieu,169,165,4
84,01,210103032,01303,Poncin,1735,1696,39
84,01,210103040,01304,Pont-d'Ain,2957,2904,53
84,01,210103057,01305,Pont-de-Vaux,2238,2195,43
84,01,210103065,01306,Pont-de-Veyle,1701,1637,64
84,01,210103073,01307,Port,861,840,21
84,01,210103081,01308,Pougny,817,803,14
84,01,210103099,01309,Pouillat,83,83,0
84,01,210103107,01310,Prémeyzel,253,249,4
84,01,210103115,01311,Prémillieu,44,44,0
84,01,210103131,01313,Prévessin-Moëns,9193,8948,245
84,01,210103149,01314,Priay,1756,1725,31
84,01,210103172,01317,Ramasse,337,331,6
84,01,210103180,01318,Rancé,753,735,18
84,01,210103198,01319,Relevant,476,467,9
84,01,210103206,01320,Replonges,3925,3833,92
84,01,210103214,01321,Revonnas,921,892,29
84,01,210103222,01322,Reyrieux,5192,5050,142
84,01,210103230,01323,Reyssouze,1035,1018,17
84,01,210103255,01325,Rignieux-le-Franc,1084,1065,19
84,01,210103289,01328,Romans,610,606,4
84,01,210103297,01329,Rossillon,159,157,2
84,01,210103305,01330,Ruffieu,187,180,7
84,01,210103313,01331,Saint-Alban,193,192,1
84,01,210103321,01332,Saint-André-de-Bâgé,815,792,23
84,01,210103339,01333,Saint-André-de-Corcy,3425,3366,59
84,01,210103347,01334,Saint-André-d'Huiriat,689,680,9
84,01,210103354,01335,Saint-André-le-Bouchoux,416,410,6
84,01,210103362,01336,Saint-André-sur-Vieux-Jonc,1209,1187,22
84,01,210103370,01337,Saint-Bénigne,1363,1336,27
84,01,200060143,01338,Groslée-Saint-Benoit,1279,1245,34
84,01,210103396,01339,Saint-Bernard,1528,1484,44
84,01,210103420,01342,Sainte-Croix,556,546,10
84,01,210103438,01343,Saint-Cyr-sur-Menthon,1863,1822,41
84,01,210103446,01344,Saint-Denis-lès-Bourg,6137,5971,166
84,01,210103453,01345,Saint-Denis-en-Bugey,2278,2245,33
84,01,210103461,01346,Saint-Didier-d'Aussiat,871,852,19
84,01,210103479,01347,Saint-Didier-de-Formans,2136,2072,64
84,01,210103487,01348,Saint-Didier-sur-Chalaronne,3069,3003,66
84,01,210103495,01349,Saint-Éloi,529,523,6
84,01,210103503,01350,Saint-Étienne-du-Bois,2575,2538,37
84,01,210103511,01351,Saint-Étienne-sur-Chalaronne,1629,1602,27
84,01,210103529,01352,Saint-Étienne-sur-Reyssouze,591,586,5
84,01,210103537,01353,Sainte-Euphémie,1752,1723,29
84,01,210103545,01354,Saint-Genis-Pouilly,14463,14274,189
84,01,210103552,01355,Saint-Genis-sur-Menthon,491,484,7
84,01,210103560,01356,Saint-Georges-sur-Renon,208,203,5
84,01,210103578,01357,Saint-Germain-de-Joux,509,502,7
84,01,210103586,01358,Saint-Germain-les-Paroisses,434,426,8
84,01,210103594,01359,Saint-Germain-sur-Renon,253,251,2
84,01,210103602,01360,Saint-Jean-de-Gonville,1982,1934,48
84,01,210103610,01361,Saint-Jean-de-Niost,1646,1600,46
84,01,210103628,01362,Saint-Jean-de-Thurigneux,821,809,12
84,01,210103636,01363,Saint-Jean-le-Vieux,1859,1786,73
84,01,210103644,01364,Saint-Jean-sur-Reyssouze,775,767,8
84,01,210103651,01365,Saint-Jean-sur-Veyle,1193,1165,28
84,01,210103669,01366,Sainte-Julie,1105,1088,17
84,01,210103677,01367,Saint-Julien-sur-Reyssouze,733,726,7
84,01,210103685,01368,Saint-Julien-sur-Veyle,857,842,15
84,01,210103693,01369,Saint-Just,980,955,25
84,01,210103701,01370,Saint-Laurent-sur-Saône,1702,1674,28
84,01,210103719,01371,Saint-Marcel,1248,1221,27
84,01,210103727,01372,Saint-Martin-de-Bavel,454,441,13
84,01,210103735,01373,Saint-Martin-du-Frêne,1038,1009,29
84,01,210103743,01374,Saint-Martin-du-Mont,1922,1877,45
84,01,210103750,01375,Saint-Martin-le-Châtel,807,788,19
84,01,210103768,01376,Saint-Maurice-de-Beynost,4107,4066,41
84,01,210103784,01378,Saint-Maurice-de-Gourdans,2755,2699,56
84,01,210103792,01379,Saint-Maurice-de-Rémens,774,762,12
84,01,210103800,01380,Saint-Nizier-le-Bouchoux,625,612,13
84,01,210103818,01381,Saint-Nizier-le-Désert,938,920,18
84,01,210103826,01382,Sainte-Olive,309,305,4
84,01,210103834,01383,Saint-Paul-de-Varax,1604,1583,21
84,01,210103842,01384,Saint-Rambert-en-Bugey,2201,2172,29
84,01,210103859,01385,Saint-Rémy,983,964,19
84,01,210103867,01386,Saint-Sorlin-en-Bugey,1177,1117,60
84,01,210103875,01387,Saint-Sulpice,259,256,3
84,01,210103883,01388,Saint-Trivier-de-Courtes,1124,1116,8
84,01,210103891,01389,Saint-Trivier-sur-Moignans,1866,1823,43
84,01,210103909,01390,Saint-Vulbas,1268,1247,21
84,01,210103917,01391,Salavre,281,273,8
84,01,210103925,01392,Samognat,682,654,28
84,01,210103933,01393,Sandrans,568,555,13
84,01,210103966,01396,Sault-Brénaz,1001,987,14
84,01,210103974,01397,Sauverny,1007,988,19
84,01,210103982,01398,Savigneux,1457,1438,19
84,01,210103990,01399,Ségny,2198,2145,53
84,01,210104006,01400,Seillonnaz,142,139,3
84,01,210104014,01401,Sergy,2282,2209,73
84,01,210104022,01402,Sermoyer,670,650,20
84,01,210104030,01403,Serrières-de-Briord,1350,1310,40
84,01,210104048,01404,Serrières-sur-Ain,136,134,2
84,01,210104055,01405,Servas,1301,1273,28
84,01,210104063,01406,Servignat,174,173,1
84,01,210104071,01407,Seyssel,1023,1006,17
84,01,210104089,01408,Simandre-sur-Suran,670,659,11
84,01,210104105,01410,Sonthonnax-la-Montagne,306,299,7
84,01,210104113,01411,Souclin,279,271,8
84,01,210104121,01412,Sulignat,623,611,12
84,01,210104154,01415,Talissieu,531,524,7
84,01,210104162,01416,Tenay,1024,1012,12
84,01,210104188,01418,Thil,1130,1103,27
84,01,210104196,01419,Thoiry,6299,6119,180
84,01,210104204,01420,Thoissey,1672,1664,8
84,01,210104212,01421,Torcieu,749,734,15
84,01,210104220,01422,Tossiat,1390,1354,36
84,01,210104238,01423,Toussieux,1191,1169,22
84,01,210104246,01424,Tramoyes,1867,1823,44
84,01,210104253,01425,La Tranclière,291,284,7
84,01,200057347,01426,Val-Revermont,2561,2506,55
84,01,210104279,01427,Trévoux,7108,6945,163
84,01,210104287,01428,Valeins,128,128,0
84,01,210104295,01429,Vandeins,729,714,15
84,01,210104303,01430,Varambon,648,636,12
84,01,210104311,01431,Vaux-en-Bugey,1253,1224,29
84,01,210104329,01432,Verjon,336,333,3
84,01,210104337,01433,Vernoux,310,306,4
84,01,210104345,01434,Versailleux,498,488,10
84,01,210104352,01435,Versonnex,2215,2146,69
84,01,210104360,01436,Vesancy,501,492,9
84,01,210104378,01437,Vescours,226,221,5
84,01,210104394,01439,Vésines,103,99,4
84,01,210104410,01441,Vieu-d'Izenave,761,743,18
84,01,210104436,01443,Villars-les-Dombes,5040,4946,94
84,01,210104444,01444,Villebois,1213,1195,18
84,01,210104451,01445,Villemotier,650,628,22
84,01,210104469,01446,Villeneuve,1599,1562,37
84,01,210104477,01447,Villereversure,1376,1345,31
84,01,210104485,01448,Villes,401,394,7
84,01,210104493,01449,Villette-sur-Ain,775,760,15
84,01,210104501,01450,Villieu-Loyes-Mollon,3827,3755,72
84,01,210104519,01451,Viriat,6817,6665,152
84,01,210104527,01452,Virieu-le-Grand,1151,1127,24
84,01,200086403,01453,Arvière-en-Valromey,729,712,17
84,01,210104543,01454,Virignin,1139,1118,21
84,01,210104568,01456,Vongnes,73,71,2
84,01,210104576,01457,Vonnas,3240,3198,42
32,02,210200010,02001,Abbécourt,516,505,11
32,02,210200028,02002,Achery,615,602,13
32,02,210200036,02003,Acy,1045,1019,26
32,02,210200044,02004,Agnicourt-et-Séchelles,190,185,5
32,02,210200051,02005,Aguilcourt,391,382,9
32,02,210200069,02006,Aisonville-et-Bernoville,269,260,9
32,02,210200077,02007,Aizelles,123,120,3
32,02,210200085,02008,Aizy-Jouy,303,299,4
32,02,210200093,02009,Alaincourt,537,531,6
32,02,210200101,02010,Allemant,175,171,4
32,02,210200119,02011,Ambleny,1214,1159,55
32,02,210200127,02012,Ambrief,73,73,0
32,02,210200135,02013,Amifontaine,399,390,9
32,02,210200143,02014,Amigny-Rouy,743,721,22
32,02,210200150,02015,Ancienville,75,74,1
32,02,210200168,02016,Andelain,223,215,8
32,02,210200176,02017,Anguilcourt-le-Sart,310,308,2
32,02,200084135,02018,Anizy-le-Grand,2641,2587,54
32,02,210200192,02019,Annois,364,359,5
32,02,210200200,02020,Any-Martin-Rieux,463,455,8
32,02,210200218,02021,Archon,83,82,1
32,02,210200226,02022,Arcy-Sainte-Restitue,407,401,6
32,02,210200234,02023,Armentières-sur-Ourcq,104,101,3
32,02,210200242,02024,Arrancy,49,49,0
32,02,210200259,02025,Artemps,369,367,2
32,02,210200275,02027,Assis-sur-Serre,218,210,8
32,02,210200283,02028,Athies-sous-Laon,2656,2597,59
32,02,210200291,02029,Attilly,363,351,12
32,02,210200309,02030,Aubencheul-aux-Bois,258,254,4
32,02,210200317,02031,Aubenton,667,659,8
32,02,210200325,02032,Aubigny-aux-Kaisnes,258,254,4
32,02,210200333,02033,Aubigny-en-Laonnois,104,102,2
32,02,210200341,02034,Audignicourt,125,122,3
32,02,210200358,02035,Audigny,292,283,9
32,02,210200366,02036,Augy,71,70,1
32,02,210200374,02037,Aulnois-sous-Laon,1410,1380,30
32,02,210200382,02038,Les Autels,61,60,1
32,02,210200390,02039,Autremencourt,177,174,3
32,02,210200408,02040,Autreppes,179,176,3
32,02,210200416,02041,Autreville,830,815,15
32,02,210200424,02042,Azy-sur-Marne,385,379,6
32,02,210200432,02043,Bagneux,65,64,1
32,02,210200440,02044,Bancigny,24,24,0
32,02,210200457,02046,Barenton-Bugny,567,557,10
32,02,210200465,02047,Barenton-Cel,109,108,1
32,02,210200473,02048,Barenton-sur-Serre,132,131,1
32,02,210200481,02049,Barisis-aux-Bois,753,740,13
32,02,210200499,02050,Barzy-en-Thiérache,322,320,2
32,02,210200507,02051,Barzy-sur-Marne,397,391,6
32,02,210200515,02052,Bassoles-Aulers,139,132,7
32,02,200056307,02053,Vallées en Champagne,579,573,6
32,02,200096410,02054,Bazoches-et-Saint-Thibaut,547,532,15
32,02,210200549,02055,Beaumé,89,87,2
32,02,210200556,02056,Beaumont-en-Beine,181,180,1
32,02,210200564,02057,Beaurevoir,1429,1411,18
32,02,210200572,02058,Beaurieux,862,851,11
32,02,210200580,02059,Beautor,2746,2718,28
32,02,210200598,02060,Beauvois-en-Vermandois,262,255,7
32,02,210200606,02061,Becquigny,252,245,7
32,02,210200614,02062,Belleau,138,136,2
32,02,210200622,02063,Bellenglise,387,379,8
32,02,210200630,02064,Belleu,3829,3762,67
32,02,210200648,02065,Bellicourt,598,587,11
32,02,210200655,02066,Benay,195,193,2
32,02,210200663,02067,Bergues-sur-Sambre,214,209,5
32,02,210200671,02068,Berlancourt,90,85,5
32,02,210200689,02069,Berlise,107,105,2
32,02,210200697,02070,Bernot,453,441,12
32,02,210200705,02071,Berny-Rivière,661,650,11
32,02,210200713,02072,Berrieux,186,183,3
32,02,210200721,02073,Berry-au-Bac,691,687,4
32,02,210200739,02074,Bertaucourt-Epourdon,603,592,11
32,02,210200747,02075,Berthenicourt,196,194,2
32,02,210200754,02076,Bertricourt,156,153,3
32,02,210200770,02078,Besmé,167,164,3
32,02,210200788,02079,Besmont,147,147,0
32,02,210200796,02080,Besny-et-Loizy,336,327,9
32,02,210200804,02081,Béthancourt-en-Vaux,440,432,8
32,02,210200812,02082,Beugneux,110,110,0
32,02,210200820,02083,Beuvardes,766,751,15
32,02,210200838,02084,Bézu-le-Guéry,260,255,5
32,02,210200846,02085,Bézu-Saint-Germain,1028,1003,25
32,02,210208245,02086,Bichancourt,1011,999,12
32,02,210200853,02087,Bieuxy,35,34,1
32,02,210200861,02088,Bièvres,93,88,5
32,02,210200879,02089,Billy-sur-Aisne,1167,1146,21
32,02,210200887,02090,Billy-sur-Ourcq,207,203,4
32,02,210200895,02091,Blanzy-lès-Fismes,95,94,1
32,02,210200903,02093,Blérancourt,1366,1306,60
32,02,210200911,02094,Blesmes,479,469,10
32,02,210200929,02095,Bohain-en-Vermandois,5778,5703,75
32,02,210200937,02096,Bois-lès-Pargny,196,194,2
32,02,210200945,02097,Boncourt,263,261,2
32,02,210200952,02098,Bonneil,392,378,14
32,02,210200960,02099,Bonnesvalyn,221,216,5
32,02,210200978,02100,Bony,138,138,0
32,02,210200986,02101,Bosmont-sur-Serre,189,186,3
32,02,210200994,02102,Bouconville-Vauclair,191,188,3
32,02,210201000,02103,Boué,1337,1331,6
32,02,210201018,02104,Bouffignereux,102,98,4
32,02,210201026,02105,Bouresches,195,193,2
32,02,210201034,02106,Bourg-et-Comin,819,810,9
32,02,210201042,02107,Bourguignon-sous-Coucy,109,105,4
32,02,210201059,02108,Bourguignon-sous-Montbavin,162,158,4
32,02,210201067,02109,La Bouteille,484,473,11
32,02,210201075,02110,Braine,2258,2232,26
32,02,210201083,02111,Brancourt-en-Laonnois,739,726,13
32,02,210201091,02112,Brancourt-le-Grand,566,554,12
32,02,210201109,02114,Brasles,1593,1558,35
32,02,210201117,02115,Braye-en-Laonnois,192,186,6
32,02,210201125,02116,Braye-en-Thiérache,143,142,1
32,02,210208070,02117,Bray-Saint-Christophe,67,67,0
32,02,210208088,02118,Braye,132,129,3
32,02,210208096,02119,Brécy,327,321,6
32,02,210208104,02120,Brenelle,202,196,6
32,02,210208146,02121,Breny,241,237,4
32,02,210201133,02122,Brie,56,55,1
32,02,210208112,02123,Brissay-Choigny,304,299,5
32,02,210208120,02124,Brissy-Hamégicourt,661,651,10
32,02,210208153,02125,Brumetz,193,183,10
32,02,210201141,02126,Brunehamel,453,448,5
32,02,210201158,02127,Bruyères-sur-Fère,196,191,5
32,02,210201166,02128,Bruyères-et-Montbérault,1493,1447,46
32,02,210201174,02129,Bruys,19,19,0
32,02,210201182,02130,Bucilly,207,198,9
32,02,210208161,02131,Bucy-le-Long,1924,1883,41
32,02,210201190,02132,Bucy-lès-Cerny,195,192,3
32,02,210201208,02133,Bucy-lès-Pierrepont,412,403,9
32,02,210201216,02134,Buire,873,854,19
32,02,210201224,02135,Buironfosse,1164,1148,16
32,02,210201232,02136,Burelles,131,128,3
32,02,210201240,02137,Bussiares,157,151,6
32,02,210201257,02138,Buzancy,203,200,3
32,02,210201265,02139,Caillouël-Crépigny,455,447,8
32,02,210201273,02140,Camelin,466,457,9
32,02,210201281,02141,La Capelle,1852,1772,80
32,02,210201299,02142,Castres,255,251,4
32,02,210201307,02143,Le Catelet,191,184,7
32,02,210201315,02144,Caulaincourt,143,140,3
32,02,210201323,02145,Caumont,555,545,10
32,02,210201331,02146,Celles-lès-Condé,97,96,1
32,02,210201356,02148,Celles-sur-Aisne,258,256,2
32,02,210201364,02149,Cerizy,62,60,2
